SCENARIO_ID,INFORMATION_TYPE,RECIPIENT,USE,STATEMENT_ID,STATEMENT,CHATBOT_RESPONSE,EVALUATED_SCORE,CIAS
5,RELIGIOUS-BELIEFS,FRIEND,EMOTIONAL-SUPPORT,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","""I think the purpose for which the information is being disclosed is legitimate""
I rate this statement a 4 because there is a legitimate reason for disclosing religious beliefs as a means for emotional support to receive understanding and acceptance from a friend in which there is already a bond.",4,
5,RELIGIOUS-BELIEFS,FRIEND,EMOTIONAL-SUPPORT,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","I think it depends on the individuals involved, so it would vary between individuals, but I think a fair rating would be 4. Some people may feel comfortable opening up to someone they are close with like a friend, while others may feel more anxious, maybe even worried or insecure, because they are afraid they may be judged or that the friend won't understand. While most might be comfortable, there will of course be some that may feel differently.",4,80
6,RELIGIOUS-BELIEFS,CLASSMATE,EMOTIONAL-SUPPORT,0,"Please imagine that you have religious beliefs, for example Christian or Islamic, and this information is shared with a classmate so that he/she can support you emotionally.

How do you feel about this situation? Let's talk about it in more detail.","Sharing religious beliefs with a classmate may be difficult due to the fact there may or may not be already a bond formed between the two. There may be judgement or misunderstanding as some individuals may not be willing to accept someone else’s beliefs. However, there is a possibility that the classmate feels the need to comfort you.",,
6,RELIGIOUS-BELIEFS,CLASSMATE,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","""I believe that the type of information shared in this situation is appropriate""
I rate this statement a 2 as the purpose of sharing this type of information with a classmate is for comfort and support, but there is a high chance of the classmate disagreeing and not accepting their beliefs. This could then lead to the classmate potentially sharing that information with others, which could cause even more problems.",2,
6,RELIGIOUS-BELIEFS,CLASSMATE,EMOTIONAL-SUPPORT,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","""I am confident that the recipient will handle the information responsibly and respectfully""
I rate this statement a 2 because it is a classmate, whom you don't share that strong of a bond with as you would a friend, so their are more chances of them thinking negatively of you and spreading this information around. Even if they don't judge you to your face, they may go and gossip about you to others.",2,
6,RELIGIOUS-BELIEFS,CLASSMATE,EMOTIONAL-SUPPORT,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","""I think the purpose for which the information is being disclosed is legitimate""
I rate this statement a 2 as the purpose for sharing this information with a classmate is to receive comfort and understanding, however it could become a very stressful situation as the classmate could have a very different view on one’s religious beliefs, which could lead to them spreading lies or sharing information with others, which is not a legitimate purpose, to begin with.",2,
6,RELIGIOUS-BELIEFS,CLASSMATE,EMOTIONAL-SUPPORT,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","My assumption is that a lot of people may be on edge about sharing personal information like religion with a classmate, so I rate that statement a 3. I feel people may feel uncomfortable opening up to someone they don't know all that well or to someone who is still pretty much a stranger to them. Some people might feel that the classmate is untrustworthy and will share the information with others, and so will be hesitant to open up to them about their religion.",3,45
7,EXCESSIVE-DEMANDS,BEST-FRIEND,EMOTIONAL-SUPPORT,0,"Please imagine that you have been suffering from excessive demands lately due to exam stress, and this information is shared with with your best friend so that he/she can support you emotionally.

How do you feel about this situation? Let's talk about it in more detail.","Sharing problems that you are facing due to excessive demands is a very important step and is a huge burden off one’s shoulders as it helps to not only express them openly but help reduce stress as well. This sharing of information and trust with a best friend is not risky or dangerous but rather a benefit as it gives a safe space for someone to feel heard and feel like their problems matter. Even if the friend isn't able to provide a solution for the problem, being there for emotional support and listening can be a major stress reliever.",,
7,EXCESSIVE-DEMANDS,BEST-FRIEND,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","""I believe that the type of information shared in this situation is appropriate""
I rate this statement 5 as with your best friend already having an established relationship with you, they understand you and care deeply for you. This means there is a high level of trust and confidence in the individual, so there is nothing wrong with sharing this type of information with your best friend when feeling overworked. The person already trusts and cares for you and will want to help you.",5,
7,EXCESSIVE-DEMANDS,BEST-FRIEND,EMOTIONAL-SUPPORT,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","""I am confident that the recipient will handle the information responsibly and respectfully""
I rate this statement a 5 because the person is already someone you call a best friend, so there is no doubt that the information will be handled with the utmost care and respect, meaning that the best friend will value you and your trust by respecting your problems and keeping it to themself.",5,
7,EXCESSIVE-DEMANDS,BEST-FRIEND,EMOTIONAL-SUPPORT,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","""I think the purpose for which the information is being disclosed is legitimate""
I rate this statement a 5 because sharing problems with your best friend to seek emotional support is a very legitimate and important purpose. It is one of the best ways to not only share one’s feelings but also receive comfort and support that is beneficial.",5,
7,EXCESSIVE-DEMANDS,BEST-FRIEND,EMOTIONAL-SUPPORT,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","""I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.""
I rate this statement a 4, as a large number of people would feel comfortable in sharing their problems with their best friend, as he is already aware of one’s thoughts, feelings, and personality, and he is open to helping them out. However, there are some people who may still be anxious or worried about unloading their problems on their friend.",4,95
8,EXCESSIVE-DEMANDS,FRIEND,EMOTIONAL-SUPPORT,0,"Please imagine that you have been suffering from excessive demands lately due to exam stress, and this information is shared with a friend of yours so that he/she can support you emotionally.

How do you feel about this situation? Let's talk about it in more detail.","Sharing problems related to exam stress with a friend can be very relieving, as there is a sense of trust and comfort in being able to talk to a friend about the stress they are facing due to exams. Even if the friend is not able to offer any solutions, just the act of being heard and having someone understand their situation can be very helpful, and the friend can help to provide an outlet to release and reduce stress.",,
8,EXCESSIVE-DEMANDS,FRIEND,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","""I believe that the type of information shared in this situation is appropriate.""
I rate this statement a 5 because sharing exam stress with a friend is very appropriate and important because exam stress can be very mentally harmful and can cause negative emotions, so it is important to talk about problems related to exam stress to a friend.",5,
8,EXCESSIVE-DEMANDS,FRIEND,EMOTIONAL-SUPPORT,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","""I am confident that the recipient will handle the information responsibly and respectfully""
I rate this statement a 5 because a friend is aware of your emotions, and when you talk about them, it is important to handle the issue seriously and carefully, meaning the friend will definitely listen and handle the situation responsibly, and will not leak any information to avoid causing any more stress or problems that will be harmful.",5,
8,EXCESSIVE-DEMANDS,FRIEND,EMOTIONAL-SUPPORT,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","""I think the purpose for which the information is being disclosed is legitimate""
I rate this statement a 5 as I strongly agree that sharing exam-related stress with a friend is a very legitimate purpose. Friends provide a sense of comfort and safety, and talking about the stresses of exams can provide a sense of peace by just getting it out.",5,
8,EXCESSIVE-DEMANDS,FRIEND,EMOTIONAL-SUPPORT,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","I would rate this a 3, as while some individuals may be completely okay with sharing their exam struggles with their friend, there are still those who may feel uncomfortable, anxious, or worried. Sharing personal information on the stresses of the exam with a friend can be very stressful, so I can't say that the majority of people are comfortable with doing so, but it doesn't mean that a majority isn't - its kind of half and half.",3,90
9,EXCESSIVE-DEMANDS,CLASSMATE,EMOTIONAL-SUPPORT,0,"Please imagine that you have been suffering from excessive demands lately due to exam stress, and this information is shared with a classmate so that he/she can support you emotionally.

How do you feel about this situation? Let's talk about it in more detail.","Sharing issues related to exam stress with a classmate to gain emotional support can be both worrying as well as a bit of a relief. It can feel good to have someone listen to you and understand what you are going through, but at the same time, it can also feel scary to open up to a classmate who you do not know very well.",,
9,EXCESSIVE-DEMANDS,CLASSMATE,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","""I believe that the type of information shared in this situation is appropriate""
I rate this statement a 2 as it can be very risky and dangerous to share such personal information to a classmate, especially during exams. Exams are high-pressure, and classmates can take advantage and spread your problems to gain sympathy, or use the chance to make fun of the individual for their problems thus making the situation worse.",2,
9,EXCESSIVE-DEMANDS,CLASSMATE,EMOTIONAL-SUPPORT,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","""I am confident that the recipient will handle the information responsibly and respectfully""
I rate this statement a 2 as although there is the chance of the classmate reacting in a comfortable and appropriate manner, the classmate can also react extremely badly by using the information to build a bad image or by teasing and making fun of the individual. This can damage one’s mental health further during exam season.",2,
9,EXCESSIVE-DEMANDS,CLASSMATE,EMOTIONAL-SUPPORT,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","""I think the purpose for which the information is being disclosed is legitimate""
I rate this statement a 2 as there might be a small chance that the purpose is legitimate and that the classmate is being really sincere in offering to listen and support the individual, but at the same time it is also likely that the classmate is not that trustworthy and is trying to use this chance to build a negative image of the individual.",2,
9,EXCESSIVE-DEMANDS,CLASSMATE,EMOTIONAL-SUPPORT,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","I would rate this statement 2 as there is a chance that a large proportion of people may be comfortable sharing their problems with an acquaintance, but there is also the chance that the majority of people may be very guarded and not at all comfortable discussing a personal issue. This is because it is only an acquaintance and not a deep-rooted friend to which people feel much closer with and much more comfortable with sharing personal topics.",2,40
10,FUTURE-PLANS,BEST-FRIEND,EMOTIONAL-SUPPORT,0,"Please imagine that you already have plans for your future after school, for example that you would like to study abroad, and that this information is shared with with your best friend so that he/she can support you emotionally.

How do you feel about this situation? Let's talk about it in more detail.","Sharing information that is a big part of your future planning with a best friend can be very comforting, because the best friend will be able, and willing to understand and support you emotionally. Knowing that your best friend is on your side and wants to listen and help you with your future plans can make you feel very relieved and safe to talk about it, reducing stress as well as providing reassurance as your best friend could even give their own opinion on the issue.",,
10,FUTURE-PLANS,BEST-FRIEND,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","""I believe that the type of information shared in this situation is appropriate""
I rate this statement a 5 as this sharing of important future plans with a best friend in order to seek their support is necessary, as it helps to build confidence and to find reassurance. It is important to have a best friend who understands the significance and importance of the plan and can give good and valid advice and is willing to assist in every way.",5,
10,FUTURE-PLANS,BEST-FRIEND,EMOTIONAL-SUPPORT,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","""I am confident that the recipient will handle the information responsibly and respectfully""
I rate this statement a 5 as the best friend is definitely someone who will take it very seriously and will not do anything to make it worse, or to go against you in any way, they will most likely only be focused on helping and reassuring you that the plans are a good idea.",5,
10,FUTURE-PLANS,BEST-FRIEND,EMOTIONAL-SUPPORT,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","""I think the purpose for which the information is being disclosed is legitimate""
I rate this statement a 5 as the purpose of sharing this information is completely legitimate and extremely important because the individual is seeking emotional support and reassurance on a personal future plan, so the best friend should definitely understand the importance of this information and what it means to the person, meaning they will give the best they can to help.",5,
10,FUTURE-PLANS,BEST-FRIEND,EMOTIONAL-SUPPORT,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","""I assume that most people in this situation would be comfortable with it""
I rate this statement a 4, as the trust you have with your best friend to tell them about your plans and thoughts, creates a sense of familiarity and safety where the friendship has been already build up and there is no question that it is fine to talk through your ideas with someone you truly trust and know will help.",4,95
11,FUTURE-PLANS,FRIEND,EMOTIONAL-SUPPORT,0,"Please imagine that you already have plans for your future after school, for example that you would like to study abroad, and that this information is shared with a friend of yours so that he/she can support you emotionally.

How do you feel about this situation? Let's talk about it in more detail.","Sharing these kinds of plans with an ordinary friend can be difficult as you can't know what response they will have. Will they think highly of your plan and want to support you, or will they tell you that it's a bad idea and try to make you feel bad. You can't know for sure so of course it will worry you and stress you out, but the only way to find out is to share your thoughts with them.",,
11,FUTURE-PLANS,FRIEND,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","""I believe that the type of information shared in this situation is appropriate""
I rate this statement a 2 as you can't be sure about the results and the reaction of the friend, so there is a higher chance the friend will think it's not appropriate since they might not be taking your future into consideration.",2,
